Id,Label,timeset,modularity_class,componentnumber,strongcompnum,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering,eigencentrality
AlanMorlock,AlanMorlock,,124,124,2293,0.000129,1,3,4,1,3,4,1,1,1,0,0,0,0.333333,0.001912
cjsd815,cjsd815,,124,124,2293,0.000129,1,3,4,1,3,4,1,1,1,0,0,0,0.333333,0.001912
inkalypse,inkalypse,,124,124,2292,0.000165,2,0,2,2,0,2,0,0,0,0,0,0,1,0.003824
FilmCritHULK,FilmCritHULK,,124,124,2291,0.000165,2,0,2,2,0,2,0,0,0,0,0,0,1,0.003824
Zejekov,Zejekov,,125,125,2295,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
SirGibsy,SirGibsy,,125,125,2294,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
NyaDnar1,NyaDnar1,,4,0,2296,0.000092,0,2,2,0,2,2,4,0.375,0.472222,0,0,0.012933,0.5,0
Laurier,Laurier,,4,0,88,0.001659,11,0,11,13,0,13,0,0,0,0,0.004465,0,0.027273,0.102128
Megamedium45,Megamedium45,,126,126,2298,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
carltonautism,carltonautism,,126,126,2297,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
RyamosGames1,RyamosGames1,,132,0,2311,0.000101,1,15,16,1,15,16,8,0.221289,0.276405,0.000013,0,0.000678,0,0.001523
Huldra,Huldra,,132,0,2310,0.000098,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.00187
NorrinR08660561,NorrinR08660561,,4,0,2309,0.000108,2,3,5,2,3,5,1,1,1,0,0.000047,0.004509,0,0.003392
GamalielPeralez,GamalielPeralez,,132,0,2308,0.000108,2,0,2,2,0,2,0,0,0,0,0.000047,0,0,0.003392
ricardosaracino,ricardosaracino,,132,0,2307,0.000108,2,0,2,2,0,2,0,0,0,0,0.000047,0,0,0.003392
KillSlam,KillSlam,,132,0,2306,0.000108,2,0,2,2,0,2,0,0,0,0,0.000047,0,0,0.003392
SunBunz1up,SunBunz1up,,132,0,2305,0.000108,2,0,2,2,0,2,0,0,0,0,0.000047,0,0,0.003392
Biptisms,Biptisms,,165,0,2312,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
kushcanoe,kushcanoe,,165,0,2313,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
AWhiteDevil,AWhiteDevil,,4,0,2314,0.000092,0,1,1,0,1,1,8,0.179426,0.206833,0,0,0.017064,0,0
Nosstea,Nosstea,,4,0,2234,0.000143,2,0,2,2,0,2,0,0,0,0,0.001587,0,0,0.003045
Planarwalk,Planarwalk,,127,34,1066,0.000165,2,0,2,5,0,5,0,0,0,0,0,0,1,0.003824
cultofdusty,cultofdusty,,127,34,1065,0.000165,2,0,2,5,0,5,0,0,0,0,0,0,1,0.003824
jkohlmann,jkohlmann,,165,0,2315,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
FakeDanTosello,FakeDanTosello,,165,0,2316,0.000097,1,1,2,1,1,2,1,1,1,0,0.000001,0.000003,0,0.001523
JeffHoogland,JeffHoogland,,4,0,1220,0.000108,1,0,1,1,0,1,0,0,0,0,0.000003,0,0,0.002217
enemy_88,enemy_88,,4,0,2317,0.000092,0,4,4,0,4,4,2,0.75,0.833333,0,0,0.0304,0,0
EvilKoala666,EvilKoala666,,128,127,2319,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
nikodimov,nikodimov,,128,127,2318,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
hrdcrepnk,hrdcrepnk,,4,0,2320,0.000092,0,2,2,0,2,2,6,0.247934,0.28,0,0,0.012373,0,0
thelionstirs,thelionstirs,,165,0,2321,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
anevildeedblues,anevildeedblues,,165,0,2322,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ShadowHarbinger,ShadowHarbinger,,4,0,2323,0.000092,0,3,3,0,3,3,8,0.179641,0.210167,0,0,0.038526,0.333333,0
XenonDesu_,XenonDesu_,,165,0,2324,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
OkestElpheltUSA,OkestElpheltUSA,,165,0,2325,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
_TURGiD,_TURGiD,,165,0,2326,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Ganbare__Ginkun,Ganbare__Ginkun,,165,0,2327,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
MCSerf,MCSerf,,165,0,2328,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
BKSkillTree,BKSkillTree,,4,0,185,0.000094,1,0,1,1,0,1,0,0,0,0,0.005393,0,0,0.003338
Gnostic_Coffee,Gnostic_Coffee,,165,0,2329,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
strikeromega,strikeromega,,165,0,2330,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Buddha6883,Buddha6883,,121,121,2331,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Herostratus356,Herostratus356,,165,0,2332,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
TheBrianest,TheBrianest,,165,0,2333,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Soulmech,Soulmech,,165,0,2334,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Bushkiliki,Bushkiliki,,4,0,2335,0.000092,0,4,4,0,4,4,8,0.187149,0.213865,0,0,0.024459,0.083333,0
athenahollow,athenahollow,,165,0,2336,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
TonyChiaroscuro,TonyChiaroscuro,,4,0,2337,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
kyoniichan,kyoniichan,,165,0,2338,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
bushidose,bushidose,,123,0,2342,0.000092,0,6,6,0,6,6,1,1,1,0,0,0.000226,0,0
ifthedevilisix,ifthedevilisix,,123,0,2341,0.000105,1,0,1,1,0,1,0,0,0,0,0.000009,0,0,0.001523
LadySkyIsHere,LadySkyIsHere,,4,0,1335,0.000157,3,5,8,3,5,8,7,0.200397,0.22267,0.000013,0.00082,0.008242,0.3,0.006265
Luceobrien,Luceobrien,,4,0,1334,0.000144,2,0,2,2,0,2,0,0,0,0,0.001143,0,1,0.004742
_CEEFAX_,_CEEFAX_,,165,0,2343,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
JesseBrown775,JesseBrown775,,4,0,2344,0.000092,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000568,0,0
DuffyButter90,DuffyButter90,,165,0,2345,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
B1andzig,B1andzig,,165,0,2346,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
CrimsonRynnec,CrimsonRynnec,,165,0,2347,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
More_Sauce_,More_Sauce_,,165,0,2348,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
nomad_thought,nomad_thought,,165,0,2349,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
sar_drak_onic,sar_drak_onic,,165,0,2350,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
KruntFrucker,KruntFrucker,,4,0,2351,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
OmegaAmen,OmegaAmen,,4,0,2352,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.004334,0.5,0
butleriano,butleriano,,165,0,2353,0.000092,0,1,1,0,1,1,2,0.526316,0.55,0,0,0.000025,0,0
AyPostino,AyPostino,,165,0,2354,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
hunterstuff,hunterstuff,,129,128,2357,0.000092,0,2,2,0,2,2,1,1,1,0,0,0,0,0
GRValis,GRValis,,129,128,2356,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
FrancesInSpace,FrancesInSpace,,129,128,2355,0.000131,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Nintendo_LT,Nintendo_LT,,165,0,2358,0.000092,0,3,3,0,3,3,1,1,1,0,0,0.000744,0,0
notrowanpaulsen,notrowanpaulsen,,4,0,2359,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
TheTextGuy,TheTextGuy,,165,0,2360,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Gralgomar,Gralgomar,,165,0,2361,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
artcinco,artcinco,,4,0,2362,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.004889,0,0
BlackFish775,BlackFish775,,165,0,2363,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
BonusEruptus,BonusEruptus,,165,0,2364,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
_pyguy_,_pyguy_,,4,0,2365,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.000419,0,0
CodyBowtie,CodyBowtie,,165,0,2366,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Gorram_Batman,Gorram_Batman,,165,0,2367,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Just_Reboot,Just_Reboot,,165,0,2368,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
wastelandJD,wastelandJD,,4,0,2369,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000157,0,0
Azu,Azu,,4,0,50,0.000649,9,0,9,9,0,9,0,0,0,0,0.003841,0,0.055556,0.053191
Templar_Gamer1,Templar_Gamer1,,4,0,2370,0.000092,0,2,2,0,2,2,8,0.186335,0.20831,0,0,0.004343,0.5,0
sardnas51,sardnas51,,4,0,392,0.000095,1,0,1,1,0,1,0,0,0,0,0.002373,0,0,0.001523
KaseTheBlerd,KaseTheBlerd,,165,0,2371,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Leosias,Leosias,,130,129,2373,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ojudeuateu,ojudeuateu,,130,129,2372,0.000249,2,0,2,2,0,2,0,0,0,0,0,0,0,0.003045
Jonhawk117,Jonhawk117,,4,0,2374,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
rafaelsabaki,rafaelsabaki,,130,129,2375,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
J_F_Gonzalez,J_F_Gonzalez,,4,0,2376,0.000092,0,3,3,0,3,3,4,0.4,0.511905,0,0,0.017085,0.166667,0
CapnSilver,CapnSilver,,182,92,2377,0.000092,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0,0
SirMoofy,SirMoofy,,4,0,2378,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000157,0,0
starlightlilith,starlightlilith,,165,0,2379,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
MeSpoonie,MeSpoonie,,4,0,2380,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.00318,0,0
chrstphfr,chrstphfr,,131,130,2382,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
ReallyCoalFire,ReallyCoalFire,,131,130,2381,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Huldra_Nix,Huldra_Nix,,132,0,2384,0.000092,0,8,8,0,8,8,8,0.217452,0.260013,0,0,0.000467,0,0
BrookeMScott,BrookeMScott,,132,0,2383,0.000102,1,0,1,1,0,1,0,0,0,0,0.000019,0,0,0.001523
aoirann,aoirann,,165,0,2385,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
DogOnTheRoof,DogOnTheRoof,,165,0,2386,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Knitberg,Knitberg,,165,0,2387,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
InkViper,InkViper,,4,0,2388,0.000092,0,1,1,0,2,2,1,1,1,0,0,0.015938,0,0
bIackwatch,bIackwatch,,165,0,2389,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
invu4urazombie,invu4urazombie,,4,0,857,0.000101,1,1,2,1,2,3,1,1,1,0,0.000025,0.015938,0,0.004289
BWomder,BWomder,,165,0,2390,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
mrdragonbeard,mrdragonbeard,,4,0,2391,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
getintheVandell,getintheVandell,,4,0,2394,0.000092,0,4,4,0,4,4,1,1,1,0,0,0.000089,0,0
A1pha,A1pha,,4,0,1312,0.000131,2,0,2,2,0,2,0,0,0,0,0.000531,0,0,0.003045
Vrixir,Vrixir,,4,0,2393,0.000112,1,0,1,1,0,1,0,0,0,0,0.000004,0,0,0.001523
CasualFennec,CasualFennec,,4,0,2392,0.000112,1,0,1,1,0,1,0,0,0,0,0.000004,0,0,0.001523
burdmomofficial,burdmomofficial,,165,0,2395,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
BrokeHrtLiberal,BrokeHrtLiberal,,4,0,2396,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
HORNYFRESHMMMMM,HORNYFRESHMMMMM,,4,0,2397,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.015938,0,0
AxeloftheKey,AxeloftheKey,,165,0,2398,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
gothic_gambler,gothic_gambler,,165,0,2399,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Nyaranyar,Nyaranyar,,4,0,2400,0.000092,0,2,2,0,2,2,6,0.247934,0.28,0,0,0.016712,0,0
izzyNorvac,izzyNorvac,,4,0,2401,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
Gambleesonia,Gambleesonia,,165,0,2402,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
cybersprice,cybersprice,,165,0,2403,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
HyakushikiKoG,HyakushikiKoG,,4,0,2404,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
ZanyCountryGeek,ZanyCountryGeek,,55,0,2169,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.00187
CelestialSybil,CelestialSybil,,165,0,2405,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
mikedebonis,mikedebonis,,132,0,2304,0.000098,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.00187
eliseviebeck,eliseviebeck,,132,0,2303,0.000098,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.00187
RepJoeBarton,RepJoeBarton,,132,0,2302,0.000098,1,0,1,1,0,1,0,0,0,0,0.000028,0,0,0.00187
Notintheface1,Notintheface1,,104,104,2406,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
lbyrd222,lbyrd222,,165,0,2407,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
kirakuinbaitsad,kirakuinbaitsad,,165,0,2408,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Spiteful_Fox,Spiteful_Fox,,165,0,2409,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
OwlWithAGuitar,OwlWithAGuitar,,165,0,2410,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
CannibalSlang,CannibalSlang,,284,131,2415,0.000092,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0,0
bombsfall,bombsfall,,284,131,2414,0.00017,1,3,4,1,3,4,1,1,1,0,0,0,0.166667,0.001523
xkillyouridols,xkillyouridols,,165,0,2416,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Drunkengard,Drunkengard,,165,0,2417,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
GodsukeUchiha,GodsukeUchiha,,165,0,2418,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
KINGOFGL0RY,KINGOFGL0RY,,165,0,2419,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
butchfarmwife,butchfarmwife,,165,0,2420,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
vivsiebun,vivsiebun,,165,0,2421,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Aleph_Null_47,Aleph_Null_47,,165,0,2422,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
DayGloChainsaw,DayGloChainsaw,,165,0,2423,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
11twiggins,11twiggins,,165,0,2424,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
IzzyKamikaze,IzzyKamikaze,,165,0,2425,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
deinoNICEus,deinoNICEus,,165,0,2426,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
NeoJacobiteNY,NeoJacobiteNY,,165,0,2427,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
MusketAnna,MusketAnna,,165,0,2428,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
wolfmanot,wolfmanot,,90,0,2222,0.000105,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
songadaymann,songadaymann,,165,0,2429,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
NewIlluminatus,NewIlluminatus,,165,0,2430,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
AllyEncampment,AllyEncampment,,165,0,2431,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Maskfield,Maskfield,,165,0,2432,0.000092,0,1,1,0,1,1,2,0.526316,0.55,0,0,0.000025,0,0
skeletonpope,skeletonpope,,165,0,2433,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
red_mercer,red_mercer,,123,0,2434,0.000092,0,2,2,0,2,2,1,1,1,0,0,0.000003,0,0
Nessandcompany,Nessandcompany,,4,0,2437,0.000118,1,3,4,1,3,4,1,1,1,0,0.000002,0.000037,0.166667,0.001523
timepavement,timepavement,,4,0,2436,0.000126,1,0,1,1,0,1,0,0,0,0,0.000002,0,0,0.00187
SLOPPY__MO,SLOPPY__MO,,121,121,2438,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
Baoke,Baoke,,165,0,2439,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
rcrejino,rcrejino,,165,0,2440,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
YatimaOfKonishi,YatimaOfKonishi,,4,0,2441,0.000092,0,2,2,0,2,2,7,0.204206,0.2268,0,0,0.015965,0.5,0
taketheryske,taketheryske,,165,0,2442,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
IxyNova,IxyNova,,4,0,2443,0.00016,1,2,3,1,2,3,1,1,1,0,0.000017,0.000408,0.5,0.001912
IzzyBurned,IzzyBurned,,4,0,2443,0.00016,1,2,3,1,2,3,1,1,1,0,0.000017,0.000408,0.5,0.001912
novatore5000,novatore5000,,165,0,2444,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
rfaulder,rfaulder,,165,0,2445,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
cewghy,cewghy,,165,0,2446,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Slotter_Otter,Slotter_Otter,,4,0,2447,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.005523,0,0
EvanAlexMack,EvanAlexMack,,133,132,2449,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
GlinkLive,GlinkLive,,133,132,2448,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
SiddharthShiva,SiddharthShiva,,165,0,2026,0.001149,1,2,3,1,2,3,1,1,1,0.000001,0,0.000003,0,0.012161
RGGumm,RGGumm,,165,0,2450,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
The_Shadow_Hog,The_Shadow_Hog,,165,0,2451,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
tomaberman,tomaberman,,165,0,2452,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ayyFuqboi,ayyFuqboi,,165,0,2453,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
graxwell,graxwell,,4,0,2454,0.000092,0,3,3,0,3,3,5,0.333333,0.442593,0,0,0.000445,0,0
imrealrealugly,imrealrealugly,,165,0,2455,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
kmagnet95,kmagnet95,,165,0,2456,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
JK_DarkSide,JK_DarkSide,,165,0,2457,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
fu5ha,fu5ha,,165,0,2458,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ReinH,ReinH,,165,0,2459,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
TraceMiller69,TraceMiller69,,4,0,2460,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
transscribe,transscribe,,165,0,2461,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
baga_mi_as,baga_mi_as,,165,0,2462,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Kalindlara,Kalindlara,,165,0,2463,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
GreenSkyOverMe,GreenSkyOverMe,,165,0,2464,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
vrrpg,vrrpg,,90,0,2465,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
athodyd,athodyd,,165,0,2466,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
haltmannworks,haltmannworks,,165,0,2467,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
Zombiewski,Zombiewski,,165,0,2468,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ElSantodeJuegos,ElSantodeJuegos,,4,0,2469,0.000092,0,4,4,0,4,4,7,0.206897,0.239556,0,0,0.030688,0.25,0
SuperTalismanCD,SuperTalismanCD,,165,0,2470,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
mariecuttle,mariecuttle,,165,0,2471,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
MaxieSatan,MaxieSatan,,165,0,2472,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
VVVsteve,VVVsteve,,4,0,2474,0.000092,0,2,2,0,2,2,3,0.5,0.595238,0,0,0.001091,0.5,0
AlongCameARat,AlongCameARat,,4,0,2473,0.000131,1,4,5,1,6,7,2,0.75,0.833333,0,0.000044,0.0022,0.05,0.001523
DiscordianKitty,DiscordianKitty,,165,0,2475,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
AnnugaTK,AnnugaTK,,165,0,2476,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
PyronoidD,PyronoidD,,165,0,2477,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
x16strawsX,x16strawsX,,165,0,2478,0.000092,0,2,2,0,2,2,2,0.55,0.590909,0,0,0.000028,0,0
RadicalCENTRlST,RadicalCENTRlST,,165,0,2479,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ClishaTia,ClishaTia,,165,0,2480,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
FoxAlive555,FoxAlive555,,165,0,2481,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ItTimmit,ItTimmit,,165,0,2482,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
AliceAvizandum,AliceAvizandum,,165,0,2483,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
ccakeyy,ccakeyy,,165,0,2484,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
jayne_pea,jayne_pea,,165,0,2485,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
chairmanmaou,chairmanmaou,,165,0,2486,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
SkeletalAnime,SkeletalAnime,,4,0,2487,0.000092,0,2,2,0,2,2,2,0.541667,0.576923,0,0,0.000324,0.5,0
f3746185,f3746185,,4,0,777,0.000103,1,5,6,1,10,11,1,1,1,0,0.000974,0.001406,0.033333,0.001523
JingleBee,JingleBee,,165,0,2488,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000003,0,0
OvanVinte,OvanVinte,,4,0,880,0.000108,1,1,2,1,1,2,2,0.666667,0.75,0,0.000776,0.014396,0.5,0.001523
whatsit_tooyah,whatsit_tooyah,,4,0,2490,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000001,0,0
frogdisliker,frogdisliker,,4,0,2489,0.00019,2,0,2,2,0,2,0,0,0,0,0.000015,0,0,0.003045
EchoExit_,EchoExit_,,4,0,2493,0.000092,0,4,4,0,4,4,2,0.75,0.833333,0,0,0.00037,0,0
WendelSchwab,WendelSchwab,,134,133,2495,0.000092,0,1,1,0,1,1,1,1,1,0,0,0,0,0
jengerson,jengerson,,134,133,2494,0.00017,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
ColdDeath,ColdDeath,,4,0,2496,0.000092,0,3,3,0,4,4,7,0.21322,0.239754,0,0,0.00097,0,0
StBernerd,StBernerd,,165,0,2497,0.000092,0,1,1,0,1,1,2,0.526316,0.55,0,0,0.000025,0,0
melliflora,melliflora,,4,0,2498,0.000092,0,1,1,0,1,1,4,0.363636,0.430556,0,0,0.012751,0,0
Rinkusgrrl,Rinkusgrrl,,4,0,233,0.001268,34,10,44,41,10,51,9,0.160408,0.195567,0.000432,0.066591,0.000844,0.011099,0.177259
ulrikft,ulrikft,,135,134,2503,0.000092,0,4,4,0,4,4,1,1,1,0,0,0,0,0
trisswood,trisswood,,135,134,2502,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
prolishdictator,prolishdictator,,135,134,2501,0.000268,3,0,3,3,0,3,0,0,0,0,0,0,0,0.004568
classiclib3ral,classiclib3ral,,135,134,2500,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
JoelDTD,JoelDTD,,135,134,2499,0.000112,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
Pharniel,Pharniel,,123,0,2504,0.000131,1,2,3,2,2,4,1,1,1,0,0,0.000003,0,0.001523
BodeyBobod,BodeyBobod,,4,0,2505,0.000092,0,1,1,0,1,1,1,1,1,0,0,0.000039,0,0
Honk,Honk,,4,0,187,0.000565,9,0,9,11,0,11,0,0,0,0,0.000952,0,0.013889,0.019459
XCrvene,XCrvene,,165,0,718,0.000098,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
primpker,primpker,,165,0,717,0.000098,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
InfoIsGood,InfoIsGood,,165,0,716,0.000098,1,0,1,1,0,1,0,0,0,0,0,0,0,0.001523
